Date 	City 	State 	Shape 	Duration 	Summary 	Posted
7/15/16 00:30 	Colfax 	CA 	Light 	10 minutes 	Small craft drops out of larger a craft over Rollins Lake. 	7/22/16
7/14/16 23:30 	Lapel 	IN 	Sphere 	
	On Thursday July 14, 2016, at around 11:30 pm, I went outside for one last cigarette before bed. It was a beautiful clear night, so I w 	7/22/16
7/14/16 23:15 	Cedar Falls 	IA 	Unknown 	4 minutes 	White dimming object north of Cedar Falls Mall. 	7/15/16
7/14/16 21:30 	Portland 	OR 	Teardrop 	4 seconds 	Fireball. 	7/15/16
7/14/16 18:00 	Burlington 	NJ 	Cigar 	5 minutes 	Cigar shaped flying object in NE sky over Burlington Township, NJ. 	7/15/16
7/14/16 16:02 	Petersburg 	VA 	Circle 	3 minutes 	I was watching a helicopter flying above me. As I followed it, I noticed a black round object hovering in its flight path. 	7/15/16
7/14/16 10:00 	Wickliffe 	KY 	Disk 	8 minutes 	I was night swimming with my daughters and we talked about ufos. I remember seeing a guy pray on youtube and ufos appeared and as iv ha 	7/15/16
7/14/16 10:00 	Glennville 	GA 	Triangle 	30 minutes 	Craft with lights circled around and made several passes over town and surrounding areas. ((anonymous report)) 	7/22/16
7/14/16 02:00 	Apopka 	FL 	Light 	10 minutes 	Red and green flashing orb above tree line followed by bizarre humming noise and overwhelming fear. 	7/15/16
7/13/16 23:34 	Las Vegas 	NV 	Triangle 	10-15 minutes 	On the night of Wednesday the 13th of July 2016, I was outside taking my dog out to use the restroom. When I noticed some electrical in 	8/2/16
7/13/16 23:30 	Milner 	GA 	
	5 minute 	Large vertical row of lights rising from horizon, stopping, then right, back to left slowly, stopping, back left, out of my vision. 	7/22/16
7/13/16 22:30 	Jackson 	NJ 	Light 	~5 seconds 	I was staring at a "star" to the north of Jackson, NJ, whilst stargazing. This "star" suddenly darted across the sky. 	7/15/16
7/13/16 21:55 	Pittsfield 	MA 	Light 	Ongoing 	I and my kids noticed 4 multi colored lights blinking and objects seem to not be moving. 	7/15/16
7/13/16 21:50 	Kennewick 	WA 	Fireball 	10 minutes 	3 large silent, slow moving fiery orbs moving across the sky in an arc, one after the other in a timely manner. 	7/15/16
7/13/16 01:30 	Mosinee 	WI 	Other 	five minutes 	Organic looking craft hovered silently in place for several minutes then took off towards the horizon at a high rate of speed. 	8/2/16
7/13/16 01:30 	Camano Island 	WA 	Oval 	several hours 	Stationary spacecraft, emitting glowing colored signals that slowly moves horizontally to the east. 	7/15/16
7/13/16 01:00 	Blackwood 	NJ 	Changing 	10 minutes 	Red light floating in sky at night in park. 	7/15/16
7/12/16 22:45 	Springfield 	OR 	Formation 	15 minutes 	A formation of 5 soundless star bright red objects moving across the sky, from NE to SE. 	7/22/16
7/12/16 22:35 	Monroeville 	PA 	Cross 	5 minutes 	3 objects, many green and red bright lights, moving slow and 2 did not make noise. 	7/15/16
7/12/16 22:17 	Verona 	PA 	Light 	48 minutes 	It was around 10:15 Tuesday night July 12th. There were two adults plus children present at the time. It was a very clear note as you c 	7/15/16
7/12/16 21:45 	Kingman 	AZ 	Flash 	1 second 	My girlfriend and I we're sitting on my back patio stargazing in Clacks Canyon. All of a sudden a spotlight appeared high in sky. 	7/15/16
7/12/16 20:54 	Biloxi 	MS 	Disk 	1 minute 	We were sitting on the beach and we saw a red flashing light. I thought it was a plane and then my boyfriend pointed out that you could 	7/15/16
7/12/16 00:00 	McKee 	KY 	Light 	10 minutes 	Bright light in the sky east, southeast of mckee, ky. 	7/15/16
7/11/16 23:00 	Henderson 	NV 	Teardrop 	5 minutes 	Red/white blinking object observed over Sloan Canyon area/West Henderson. 	7/15/16
7/11/16 22:30 	Saginaw 	MI 	Light 	30 seconds 	Shooting star type object moved quick across the sky gave off bright light before disappearing. 	7/15/16
7/11/16 22:25 	Cedar Rapids 	IA 	Light 	1 minute 	Amber, oval shaped light in the sky that disappears after a minute or two 	7/15/16
7/11/16 22:00 	Milwaukee 	WI 	Light 	1 minute 	Large Red Orb moving from S to N over Washington Heights Neighborhood. 	7/15/16
7/11/16 21:11 	Lafayette 	LA 	Sphere 	1 minute 	Me and three other people saw what looked to be circular balls of light flying in sequence one after another. They were a fire-like ora 	7/15/16
7/11/16 21:05 	Murrieta 	CA 	
	5-10 seconds 	Bright silver blue glow on horizon south of Temecula, CA. ((anonymous report)) 	7/15/16
7/11/16 20:30 	Coloma 	MI 	Circle 	30 seconds 	Looked up by us 131 above coast line by coloma 7 exit; see at least 9 bright red yellow glowing spheres in triangle.((anonymous report) 	7/15/16
7/11/16 20:00 	Greenville 	SC 	Circle 	5 minutes 	I saw 2 round flying objects that looked like stars with shiny halo like outer rings. They were flying in no certain pattern high in th 	7/15/16
7/11/16 19:00 	Tucson 	AZ 	Other 	~2 seconds 	Took pic 3 lights in picture u can see ufo have pic's. 	8/2/16
7/11/16 16:18 	Spokane 	WA 	Triangle 	~15 minutes 	Black Triangle Craft spotted in Spokane, Washington. ((NUFORC Note: Serious report, or maybe not?? PD)) 	7/15/16
7/11/16 01:32 	Blue Star Memorial Highway 	NJ 	Flash 	Not sure 	Brief flashes of light, followed but a Grey/Blue haze of light surrounding a circular object on empty highway. 	7/15/16
7/11/16 00:15 	Lafayette 	IN 	Other 	30 minutes (so far) 	Sometimes 4-5 flashing in 2 different color lights. Hovering or darting in quick movements at most times. It moved from side to side am 	7/15/16
7/10/16 23:30 	West Gardiner 	ME 	Circle 	15-20 seconds 	A blue circular object with external lights up to 6 I believe approximately 300 feet in size just a little greater than treetop level. 	7/15/16
7/10/16 23:25 	Brightwood 	OR 	Fireball 	5 minutes 	Shimmering orange fireball seen near Brightwood, Oregon. 	7/15/16
7/10/16 23:00 	Boise 	ID 	Unknown 	2 minutes 	Green flashing light hovering then suddenly bolting off at a high rate of speed. 	7/15/16
7/10/16 23:00 	Bangor 	ME 	Diamond 	seconds 	Green streak whizzed over my head and disappeared above my house with no sound. 	7/15/16
7/10/16 22:45 	Rochester 	NH 	Fireball 	5 seconds 	Green fireball shooting downward. 	7/15/16
7/10/16 22:45 	Owings Mills 	MD 	Circle 	10 minutes 	The UFO was circular and illuminated in blue and red. It moved from side to side and would hover and then it would stop moving and desc 	7/15/16
7/10/16 22:34 	Greenwich 	CT 	Circle 	8 	4 orange orbs over Long Island. 	7/15/16
7/10/16 22:30 	Estes Park 	CO 	Light 	20 minutes 	Estes Park, CO, green/red lights hovering in close formation. 	7/15/16
7/10/16 22:07 	Fairborn 	OH 	Other 	>2 	4 bright orange lights in the sky. 	7/15/16
7/10/16 22:00 	Rochester 	NH 	Light 	1 minute 	Bright lit object over head; watched it fade and disappear. 	8/16/16
7/10/16 21:50 	Frederick 	MD 	Triangle 	2 minutes 	Very bright, organized pattern in sky, reddish orange in color 	7/15/16
7/10/16 21:30 	Lake Zurich 	IL 	Fireball 	5 minutes (each event) 	In a 1-minute period, there were 3 fireballs heading north spced evenly apart. 	7/15/16
7/10/16 21:11 	Montreal West (Canada) 	QC 	Unknown 	1 second 	Two stripes speed across moon in telescope in barely a second; no trees in view. Quickly disappear. ((NUFORC Note: Contrails??? PD)) 	7/15/16
7/10/16 21:00 	Richmond 	ME 	
	Seconds 	Lights in pattern, under the clouds. 	7/15/16
7/10/16 20:22 	Chesterfield 	MO 	Light 	10 seconds 	Strange lights at base of thunderstorm. 	7/15/16
7/10/16 20:01 	Galion 	OH 	Circle 	4 minutes 	Driving on 309, saw object flying fast then just stopped, turned around to find it again and nothing, it was big, nothing ive seen b4. 	7/15/16
7/10/16 19:00 	Ensenada (Baja; Mexico) 	
	Sphere 	6 minutes 	Flashing light then sphere comes close floats in the air at pretty close range then disappears like a dimming light 6 people there. 	7/15/16
7/10/16 18:00 	Los Banos 	CA 	Unknown 	1 minute 	Possible reptilian being sighting. 	7/15/16
7/10/16 16:30 	Van Nuys 	CA 	Light 	7-10 minutes 	Four lights in a line in the evening sky 	7/15/16
7/10/16 14:01 	Bay Head 	NJ 	Other 	>30 minutes 	Silver flicking light hovering over ocean. 	7/22/16
7/10/16 13:00 	Colorado Springs 	CO 	Other 	1 minutes 	It was a horseshoe shape and brown flyinging above the mountains disappearing and then coming back 	7/15/16
7/10/16 11:00 	Edmonton (Canada) 	AB 	Egg 	1 minute 	Watched 5 luminous balls, in triangle formation. 	7/22/16
7/10/16 09:30 	Sri Lanka 	
	Disk 	2 minutes 	Video--Craft lands in Sri Lanka. 	7/22/16
7/10/16 02:21 	Bowie 	MD 	Unknown 	<3 seconds 	Woke up to see a bright yellow light coming through my bedroom window. It remained still for a few moments. 	7/15/16
7/10/16 01:56 	Kihei 	HI 	Triangle 	90 minutes 	I just came inside and its 3:32am now. @ ~1:56 am, I woke up to let my dogs out and I noticed a bright triangle shaped orange light. 	7/15/16
7/10/16 01:30 	Rocky Ford 	CO 	Rectangle 	3-4 minutes 	I saw a rectangle object smooth corners with 4 round orange lights on its underside, no sound, smooth moving. ((anonymous report)) 	7/22/16
7/9/16 23:49 	Clemmons 	NC 	Circle 	1.05 	My husband and I saw a bright neon orange orb fly to the sky for about a minute. 	7/15/16
7/9/16 23:45 	Wonder Lake 	IL 	Light 	5 minutes 	Approx. 10 bright orange lights appeared from the E, moving slowly and silently, about tree top high, to the W. ((anonymous report)) 	7/15/16
7/9/16 23:25 	Wilmington 	OH 	Cylinder 	3 minutes 	appeared to be a bouncing red light but the photos we took it was a silver cylinder shaped object. 	7/15/16
7/9/16 22:52 	Albuquerque 	NM 	Rectangle 	12 seconds 	I observed a light mist/cloud like object move West to South covering many thousands of miles away and high in approximately 12 seconds 	7/15/16
7/9/16 22:30 	Between Wabash and Marion onq5 	IN 	
	Blink of an eye 	An almost blinding pure white flash in the upper Eastern part of the sky. I was watching the sky through our moon roof. I seen 2 satell 	7/15/16
7/9/16 22:00 	Fayetteville 	NC 	Triangle 	5 seconds 	Large, slow, flying triangle aircraft with lights. 	7/15/16
7/9/16 21:47 	Hurt 	VA 	Triangle 	5 minutes 	Triangular lighted object moving quickly from sw to ne at 1/8 size of moon. 	7/15/16
7/9/16 21:30 	Richland 	WA 	Oval 	30 minutes 	5 bright lights in the sky over the Columbia River. 	7/15/16
7/9/16 21:15 	Lakeside 	CA 	Circle 	30 minutes 	Circle of multi-colored lights in Lakeside, CA, observed for 30 minutes. 	7/15/16
7/9/16 21:10 	Oldsmar 	FL 	Cigar 	5 minutes 	An object that appeared to be on fire passed laterally over open water then rose rapidly into the sky. 	7/15/16
7/9/16 21:00 	Vancouver 	WA 	Diamond 	5 minutes 	Looking eastern direction...11:00. Position... Sky clear..looked up and saw a rotating diamond black gray object stationary..spining.. 	7/15/16
7/9/16 21:00 	Vancouver 	WA 	Circle 	5 minutes 	Saw a black rotating object looking east spinning rotating in place ...a small aircraft flew past object was higher than small plane. 	7/15/16
7/9/16 21:00 	Waupun 	WI 	Light 	2 hours 	From the northeast side of the city, looking in the southern sky, a bright light appeared, like a star.But anyone could tell it wasn't 	7/15/16
7/9/16 11:40 	Spring 	TX 	Triangle 	1-30 seconds 	Spotted, showed for a few seconds and disappeared into the clouds. 	7/15/16
7/9/16 10:32 	Gray 	TN 	Teardrop 	1 minutes 	Fireball with teardrop shape above it, rose above tree line, hovered briefly then moved horiz. across the sky. ((anonymous report)) 	7/15/16
7/9/16 10:04 	Amboy 	WA 	Unknown 	45 seconds 	Mysterious lights and noise. 	7/15/16
7/9/16 07:30 	Saint Augustine 	FL 	Cigar 	3-5 minutes 	3 silver cigars moving N/NE over St. Johns County, FL. 	7/15/16
7/9/16 04:00 	Aurora 	CO 	Changing 	4 minutes 	Looking up I seen a bright object coming from the S/W towards the N/E. 	7/15/16
7/9/16 01:30 	I-196 at Mile Marker 7 	MI 	Sphere 	2 seconds 	As I looked up I saw this object streak across the sky clearly blocking the stars as it went by. 	7/15/16
7/9/16 00:40 	Syracuse 	NY 	Egg 	2 minutes+ 	Brilliant green light in western sky. 	7/15/16
7/9/16 00:17 	Dearborn 	MI 	Light 	2 minutes 	I saw a flickering orange light traveling west to east..I watched it until it disappeared which was approximately two minutes 	7/15/16
7/9/16 00:00 	Mountain View 	OK 	Light 	50 seconds 	Reddish-Orange concentration of light that stood still within the cloud line west of Mountain View, OK 	7/15/16
7/8/16 00:00 	Jasper I 	IN 	Circle 	
	In the North sky, about 15 to 14,000 feet in the air it was round and oranges red half the size of the moon. ((anonymous report)) 	7/15/16
7/8/16 23:50 	Ottawa 	IL 	Light 	5 seconds 	(a silent) streak of light, bright white, dropped at aprox. 80 degree angle nothing remarkable about the event, except with in 2 minut 	7/15/16
7/8/16 23:00 	Blackfoot 	ID 	Light 	15 minutes 	Dancing like object in sky. 	7/15/16
7/8/16 22:15 	Cape Coral 	FL 	Formation 	15 minutes 	It was only 4 lights at first; there were suddenly more of them. 	7/15/16
7/8/16 22:10 	Lauderhill 	FL 	Flash 	1 second 	Flash of light traveling south to north. The flash left a trail of light. 	7/15/16
7/8/16 22:00 	Middleton 	ID 	Light 	1 minute 	Something hovering with strobing lights. 	7/15/16
7/8/16 21:30 	Lathrop 	MO 	Circle 	10 minutes 	White disappearing ball of fire reappeared and then turned black. 	7/15/16
7/8/16 20:33 	Peterborough (UK/England) 	
	Diamond 	20 minutes 	Diamond craft seen over Cambridgeshire in three separate occasions 	7/15/16
7/8/16 20:04 	Plainfield 	IL 	Circle 	10 seconds 	I was at my neighborhood gazebo located next to a pond, when I saw a bright white light in the sky, it obviously wasn't a plane nor was 	7/15/16
7/8/16 16:15 	Hicksville 	NY 	Circle 	10 seconds 	Large silver reddish circle passes in sky. Planes are not circles, balloons don't move 60 mph with no wind. ((anonymous report)) 	7/15/16
7/8/16 13:00 	Penrith (Australia) 	
	Other 	30 minutes 	Unidentified Flying "H-shaped" object over Penrith, Australia. 	8/16/16
7/8/16 05:00 	Shoreview 	MN 	Circle 	15 seconds 	Bright white ball 250 feet above ground surrounded by dense fog. Disappeared after my view was blocked by a tree. 	7/15/16
7/8/16 01:25 	Erlanger 	KY 	Light 	2 minutes 	Small blue light observed over the Erlanger/Florence area. ((anonymous report)) 	7/8/16
7/8/16 01:00 	Arrow Rock 	MO 	Flash 	90 minutes 	White/bluish light bulb flashing strobe lights in rural sky. 	7/8/16
7/8/16 00:00 	New Freedom 	PA 	Rectangle 	20 minutes 	Watching fireworks and saw an unusually large aircraft miles away, about 5 times larger than a plane, and then it stopped...hovered. 	7/15/16
7/8/16 00:00 	Oscoda 	MI 	Circle 	10-12 seconds (3X ) 	2 bright orbs over Lake Huron, Oscoda, MI. Dog fight, playing around. anti gravity maneuvers. 	7/15/16
7/7/16 23:30 	Traverse City 	MI 	Formation 	5 minutes 	Soft lights, darting in a very fast pattern. 	7/15/16
7/7/16 23:08 	Henderson 	CO 	Other 	15 seconds 	Blue orb. The blue orb came forward and stayed stationary for about 10 sec until descended down for about 5 seconds. The orb then proce 	7/8/16
7/7/16 23:00 	Tulsa 	OK 	Light 	1 hour 	Assumed a bright light was a star until it wobbled, moved back and forth and straight up. ((NUFORC Note: Star? PD)) 	7/15/16
7/7/16 22:03 	Oxford 	AL 	Other 	16 minutes 	Our dog began frantically barking, and we walked outside to see three giant glowing dots that changed formation and left a trail. 	7/8/16
7/7/16 21:47 	Laguna Hills 	CA 	Circle 	2:59 seconds 	Starlike object observed. 	7/15/16
7/7/16 21:30 	Tucson 	AZ 	Light 	1 minute 	Constellation of 14-30 dim lights, 3 bright blue lights performing maneuvers. 	7/15/16
7/7/16 21:30 	Tucson 	AZ 	Other 	4 minutes 	Star-like objects pass over Tucson. 	7/8/16
7/7/16 21:30 	Tucson 	AZ 	Teardrop 	4 minutes 	Hundreds of small flickering white lighted objects floating quickly across the sky. 	7/15/16
7/7/16 21:30 	Zachary 	LA 	Circle 	5 to 7 mins 	As my husband prepared for work and was leaving he called my name with a since of urgency! I rushed outside and was amazed at what I s 	7/15/16
7/7/16 20:30 	Newark 	NJ 	Fireball 	5 minutes 	Red orange fireball traveling slowly E to W, then dropped and disappeared like it burst apart. No trail left behind it at first. 	7/15/16
7/7/16 07:37 	Centennial 	CO 	Other 	7 seconds 	Red Spiral Drone Like Object with Red Lights. 	7/8/16
7/7/16 04:00 	Austin 	TX 	Unknown 	Unknown 	3-year old has UFO dream? 	7/15/16
7/7/16 03:10 	Austin 	TX 	Light 	1-20 seconds 	Bright flash of light, no sound, extremely powerful wind gust. ((anonymous report)) 	7/8/16
7/7/16 03:00 	Helena 	MT 	
	1 minute 	((NUFORC Note: Witness provides no information. PD)) 	7/15/16
7/7/16 00:40 	Alameda 	CA 	Unknown 	1 minute (maybe more) 	Saw green flashing or lightning twice in a minute. I woke up and saw 2 flashes. 	7/15/16
7/6/16 23:33 	Lincoln and Roseville 	CA 	Circle 	20+ minutes 	4 bright lights were seen in the sky above Lincoln, California. 	7/8/16
7/6/16 23:00 	Tulsa 	OK 	Light 	3 hours 	I was sitting out @ about 11:00 pm. I noticed a bright-what looked to be a star-in the distance. ((NUFORC Note: Star? PD)) 	7/15/16
7/6/16 22:38 	Jasper 	MO 	Flash 	Seconds 	Witnessed 3 to 4 rapidly blinking objects very high in the sky that at first looked like fireflies. Each one darted across the sky at 	7/8/16
7/6/16 21:30 	Palermo 	ME 	Unknown 	1 minute 	Four bright white lights in a diamond pattern with a flashing white light in the middle, no sound. 	7/8/16
7/6/16 10:15 	Littleton 	CO 	Egg 	6 minutes 	Object going slow then fast. Random directions then proceeded north. Circular egg shape. 	7/8/16
7/6/16 09:00 	Redlands 	CA 	Light 	5 seconds 	Green light craft or object disappears in the sky 	7/15/16
7/6/16 03:00 	Grande Prairie (Cutbank Bridge Campground)(Canada) 	AB 	Light 	20 minutes 	Glowing orb lights coming out of what looked like northern lights. 	7/15/16
7/6/16 00:45 	Venice 	FL 	Changing 	~1 minute 	From the horizon then a 90 degree turn directly towards us, turning into a fast light under water. Surfaced like a lightning bug. 	7/8/16
7/5/16 22:30 	Chesterton 	IN 	Light 	12 minutes 	Indiana Dunes State Park sighting. ((anonymous report)) 	8/2/16
7/5/16 22:00 	Parker City 	IN 	Light 	5 minutes 	Unexplained light to the north that didn't appear to be an aircraft that moved west and then north at a decent rate of speed. 	7/8/16
7/5/16 21:46 	Portsmouth 	RI 	Diamond 	continuous 	At least 4 kite-shaped bright, stationary objects over Portsmouth, RI. 	7/8/16
7/5/16 19:40 	Oklahoma City 	OK 	Light 	30 seconds 	Light stationary in sky. Became bright then faded. Approximately 20 seconds later vanished completely. 	7/8/16
7/5/16 13:26 	Midwest City 	OK 	Sphere 	50 seconds 	White spherical shaped sighted in the sky over I-240W & near S. Douglas Blvd. in Midwest City, OK. ((anonymous report)) 	7/8/16
7/5/16 00:29 	Denton 	TX 	Light 	15 minutes 	Very fasy orange orb zipping around the sky around a lightning storm. 	7/8/16
7/4/16 23:45 	Hometown 	IL 	Light 	5 minutes 	Lighted objects floated over Oak Lawn and Hometown, July 4th, 2016. 	7/8/16
7/4/16 23:30 	Longmont 	CO 	Fireball 	1 minute 	I saw a large orange object slowly moving over my apartment building. 	7/8/16
7/4/16 23:30 	Vancouver 	WA 	Light 	1 minute 	We saw unquestionably at least 8 plus ufo's flying in patterns coming and going!! 	7/8/16
7/4/16 23:15 	Salem 	VA 	Sphere 	1 hour 	Green sphere obsereved in southwest virginia 	7/15/16
7/4/16 23:00 	Middleton 	ID 	Disk 	5 seconds 	Saw a small blue disk zoom above our head emitting a glowing hazy light and an airplane with green lights soon followed the blue saucer 	7/8/16
7/4/16 23:00 	Holland 	MI 	Circle 	5 minutes 	It was a light blue light that came from behind us. As we were watching the fireworks around 11 p.m. the light crossed over heading awa 	7/8/16
7/4/16 23:00 	Post Falls 	ID 	Sphere 	5 minutes 	Three orb shaped objects fly pattern across sky, start packed together and gradually separate equally. 	7/8/16
7/4/16 23:00 	Vancouver & Portland 	OR 	Sphere 	30 seconds 	Red lights seen twice on same night. 	7/8/16
7/4/16 22:45 	Yachats 	OR 	Circle 	2 minutes 	Bright purple craft hovered above eastward mountains 	7/8/16
7/4/16 22:40 	Everett 	WA 	Sphere 	7 minutes 	2 triangle sphere shaped bright orange objects flying under 500ft across Sivler Lake Wa 	7/8/16
7/4/16 22:30 	Fountain 	CO 	Oval 	8-10 minutes 	4 of us saw these. I have them on cell phone video posted on my FB page, I'd be happy to share. 	7/8/16
7/4/16 22:25 	Detour Village 	MI 	Unknown 	4-5 minutes 	3 lights (green, red, clear) noticed setting still in the sky for about 1 min.. Moved to the L quickly, stopped. ((anonymous report)) 	7/8/16
7/4/16 22:20 	Rochester Hills 	MI 	Disk 	10 	Flying object saucer shape with red and green lights seen in Rochester Hills, MI 	7/8/16
7/4/16 22:20 	Bellevue 	WA 	Unknown 	15 minutes 	Three objects observed during Bellevue 4th of July fireworks display 2016. 	7/8/16
7/4/16 22:19 	Fort Wayne 	IN 	Cigar 	60 seconds 	Masala craft coming towards us in the sky just over the Treetops. It looked like a fireball but it did not move in a straight line. It 	7/8/16
7/4/16 22:19 	Fort Wayne 	IN 	Cigar 	>1 hour (for all 5) 	Cigar-shaped objects with the orange flame in the front flying in a grid pattern. 	7/8/16
7/4/16 22:00 	Broomfield 	CO 	Light 	10 minutes 	Odd. 	7/8/16
7/4/16 22:00 	Oswego 	IL 	Circle 	90 seconds 	Orange fiery spree threw the night sky! ((anonymous report)) 	7/8/16
7/4/16 22:00 	Poinciana 	FL 	Light 	2 minutes 	As I was watching tv, I could see the neighbors fireworks going off. As a green bloom of sparks were falling from the sky I noticed a r 	7/8/16
7/4/16 22:00 	Buckley 	WA 	Circle 	2 hours 	Red orbs over Buckley, WA. 	7/8/16
7/4/16 22:00 	Pueblo 	CO 	Cylinder 	15 minutes 	Two red ligths in vertical position with a green light protruding to the left. Very irregular motion. Fast unusual movements. 	7/8/16
7/4/16 22:00 	Roswell 	GA 	Formation 	5 minutes 	Breaking crowd from fireworks, looked in the sky to the left and notice a formation of orange circles, very distinct formation, stayed 	7/8/16
7/4/16 22:00 	Vancouver 	WA 	Light 	20 minutes 	Red/Green light hovering over fireworks display. 	7/8/16
7/4/16 21:45 	Jacobus 	PA 	Disk 	10 minutes 	Green then Red light hanging out over Jacobus, PA, fireworks. 	7/8/16
7/4/16 21:45 	Windsor 	CO 	Cone 	
	4 crafts appear with green spinning bottom and purple tops with red lights. Slowly appeared in sky moved to left then slowly glide stra 	7/8/16
7/4/16 21:45 	North Canton 	OH 	Light 	20 minutes 	While watching fireworks at Dogwood Park on July 4th I saw a single white light orb floating to the right of the display. It hovered st 	7/8/16
7/4/16 21:45 	Westbrook 	ME 	Sphere 	2 minutes 	Blueish white sphere, no sounds even when directly overhead, brightened, dimmed, then disappeared. 	7/8/16
7/4/16 21:37 	Joliet 	IL 	Cigar 	~10 minutes 	cigar shape light glowing blue with white lights on right side and left side white with lights 	7/8/16
7/4/16 21:30 	Janesville 	WI 	Sphere 	90 minutes 	Ufo seen by 5 witnesses 	7/8/16
7/4/16 21:30 	Parker 	CO 	Circle 	3-4 minutes 	2 Orange globes, smooth steady speed. 2nd group of 5 objects,sighting more changes in formation. But seemed to hover at times 	7/8/16
7/4/16 21:30 	South Elgin 	IL 	Sphere 	15 minutes 	My family witnessed about 20 or more orange lights in the sky.... not too high up. They looked like they were hovering bot not moving 	7/8/16
7/4/16 21:30 	Frankfort 	KY 	Light 	30 minutes 	Three orange lights flying from west to east over Frankfort, Kentucky on Forth of July, 2016 	7/8/16
7/4/16 21:30 	Spring Hill 	FL 	Circle 	1 minute 	Round lighted object with orange flames in middle. No sound.Traveling from west to east in a straight line. Saw it for about 1 minute t 	7/8/16
7/4/16 21:30 	Indianapolis 	IN 	Sphere 	~30 minutes 	Saw small glowing red spheres on the 4th of July in Indianapolis. (Definitley not lanterns or flares.) 	7/15/16
7/4/16 21:30 	Lake Charles 	LA 	Sphere 	1 minute 	orange-red dim orb that flies fast. 	7/8/16
7/4/16 21:20 	Lena 	MS 	Cylinder 	30 seconds 	We were watching the Lena fireworks from a nearby field from a parked truck.... we saw a small red glowing cylinder moving fairly quick 	7/8/16
7/4/16 21:20 	Sebring 	FL 	Circle 	Still there 	((HOAX??)) Never saw anything like it. 	7/8/16
7/4/16 21:15 	Santa Barbara 	CA 	Light 	10 minutes 	Mysterious green light seen during fireworks celebration. 	7/8/16
7/4/16 21:15 	State College 	PA 	Unknown 	10 minutes 	During 4th of July Fireworks, a light approached the fireworks from the west. It was raining lightly at the time and the clouds were l 	7/8/16
7/4/16 21:15 	Spring Hill 	FL 	Circle 	1 minute 	Round lighted object with orange flames in middle. No sound.Traveling from west to east in a straight line. Saw it for about 1 minute t 	7/8/16
7/4/16 21:15 	Spring Hill 	FL 	Circle 	1 minute 	Round object orange and red in color with flame in middle traveling from West to east...saw for about 1 min then disappeared 	7/8/16
7/4/16 21:12 	Hawthorne 	CA 	Rectangle 	30 seconds 	A strange formation of lights flew low over an LA suburb. 	7/8/16
7/4/16 21:12 	Colorado Springs 	CO 	Unknown 	1 hour 	Green flashes seen above Colorado Springs. 	7/8/16
7/4/16 21:00 	anywhere 	WA 	Formation 	5 minutes 	Fireball, red blazing orbs in formation flickering and moving in all different ways 	7/22/16
7/4/16 21:00 	Davenport 	FL 	Circle 	30 minutes 	Pale dim white and blue lights. 	7/8/16
7/4/16 21:00 	Summersville 	WV 	Unknown 	30 seconds 	Reddish-orange object floating above 4th of July crowd. 	7/8/16
7/4/16 21:00 	Warren 	OH 	Triangle 	3 minutes 	((NUFORC Note: Witness, who elects to remain totally anonymous, provides no information. PD)) 	7/8/16
7/4/16 21:00 	St. James 	NY 	Light 	5 minutes 	2 dark red round objects seen by 2 persons. 	7/8/16
7/4/16 21:00 	Elk Grove 	CA 	Circle 	1 minute 	2 high altitude objects perform amazing maneuvers. 	7/8/16
7/4/16 21:00 	Brookfield 	WI 	Circle 	30 	The object seeing before by me (last 4th of July - 2015) a round bright green light that goes up in the air probably 100 floors height. 	7/8/16
7/4/16 21:00 	El Mirage 	AZ 	Circle 	1 minutes 	Round orb purple haze around it with red in the middle , moved vary quickly down and to the left and hovered there ,seen it for maybe 1 	7/8/16
7/4/16 20:45 	Dothan 	AL 	Circle 	5 	Orange round object. 	7/8/16
7/4/16 20:30 	Viera 	FL 	Sphere 	3 minutes 	Red sphere seen changing color, intensity and size 	7/8/16
7/4/16 20:30 	Viera 	FL 	Sphere 	3 minutes 	Small red sphere breifly observed changing size, color, and intensity before disappearing 	7/8/16
7/4/16 20:00 	San Gabriel 	CA 	Changing 	5 minutes 	Hovering 2 red lights, one green on the rear completely still, then rapid ascent. 	7/8/16
7/4/16 20:00 	Tyngsboro 	MA 	Disk 	5 minutes 	There were small flying objects going toward and away from a large saucer shaped ufo. ((anonymous report)) 	7/8/16
7/4/16 20:00 	Zephyrhills 	FL 	Fireball 	5 minutes 	Stepped outside to witness fireworks, I noticed a orange ball off fire enetering from the north and heading south for 2 minutes. 	7/8/16
7/4/16 20:00 	Channel Islands Point Magu 	CA 	Circle 	10 minutes 	Was above the Military Base Point Magu Watching the forth of July fireworks 	7/8/16
7/4/16 20:00 	Fort Collins 	CO 	Light 	30 minutes 	Green light in sky with strange flight patterns. 	7/8/16
7/4/16 20:00 	Salem 	NH 	Light 	15 minutes 	Saw a red/orange ball of light slowly pass overhead. I know it had nothing to do with fireworks. I did not see any solid shape, just an 	7/8/16
7/4/16 20:00 	Fort Collins 	CO 	Circle 	15 minutes 	Orange color. Went straight up and stopped.i got ten seconds video on my phone then went to the telescope to look at it. Daughter in 	7/8/16
7/4/16 19:00 	El Paso 	TX 	Light 	5 minutes 	Fast moving star like vessel. ((anonymous report)) 	7/8/16
7/4/16 15:00 	Orlando 	FL 	Cylinder 	5 seconds 	While relaxing in the pool w/family I was watching the con trail of an aircraft traveling North, at that time an object appeared seemin 	7/8/16
